"","Species","Functional_group","ProjectID","PlotNumber","SiteSurveyor","Year","YearsSinceStart","RelocationConfidence","Latitude","Longitude","Elevation","present","Cover","Time"
"188","CORNCAN","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"189","GOODOBL","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"190","LONIUTA","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"191","LUPIARC","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,5,"historical"
"192","ORTHSEC","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"193","PAXIMYR","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"194","PICEENG","tree","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,1.100000001,"historical"
"195","PINUCON","tree","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"196","PSEUMEN","tree","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"197","PYROASA","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"198","RHODALB","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,15,"historical"
"199","RIBEACE","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,2,"historical"
"200","RIBELAC","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"201","RUBUPAR","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"202","RUBUPED","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"203","SORBSCO","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"204","SORBSIT","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"205","SPIRLUC","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"206","TIARTRI","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"207","TSUGHET","tree","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"208","VACCMEM","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,15,"historical"
"209","VACCSCO","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,8,"historical"
"210","VALESIT","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,5,"historical"
"211","ABIEAMA","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"212","ABIELAS","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"213","AMELALN","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"214","ARNILAT","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"215","CHAMANG","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"216","CHIMUMB","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"217","CLINUNI","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"218","CORNCAN","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"219","GOODOBL","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"220","LONIUTA","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"221","LUPIARC","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,1,15,"historical"
"222","ORTHSEC","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"223","PAXIMYR","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"224","PICEENG","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"225","PINUCON","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"226","PSEUMEN","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"227","PYROASA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"228","RHODALB","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"229","RIBEACE","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"230","RIBELAC","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"231","RUBUPAR","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"232","RUBUPED","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"233","SORBSCO","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"234","SORBSIT","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"235","SPIRLUC","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"236","TIARTRI","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"237","TSUGHET","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"238","VACCMEM","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"239","VACCSCO","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"240","VALESIT","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,1,20,"historical"
"241","ABIEAMA","tree","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"242","ABIELAS","tree","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,1,7,"historical"
"243","AMELALN","shrub","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"244","ARNILAT","herb","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"245","CHAMANG","herb","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"246","CHIMUMB","shrub","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"247","CLINUNI","herb","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"248","CORNCAN","herb","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"249","GOODOBL","herb","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"250","LONIUTA","shrub","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"251","LUPIARC","herb","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"252","ORTHSEC","herb","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"253","PAXIMYR","shrub","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"254","PICEENG","tree","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"255","PINUCON","tree","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"256","PSEUMEN","tree","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"257","PYROASA","herb","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"258","RHODALB","shrub","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"259","RIBEACE","shrub","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"260","RIBELAC","shrub","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"261","RUBUPAR","shrub","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"262","RUBUPED","herb","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"263","SORBSCO","shrub","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"264","SORBSIT","shrub","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"265","SPIRLUC","shrub","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"266","TIARTRI","herb","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"267","TSUGHET","tree","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"268","VACCMEM","shrub","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"269","VACCSCO","shrub","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,0,0,"historical"
"270","VALESIT","herb","NCBG_ESSFplots","00NCe84","jpstamp",2000,24,"Med",49.04042506,-120.9724193,685,1,10,"historical"
"271","ABIEAMA","tree","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"272","ABIELAS","tree","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"273","AMELALN","shrub","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"274","ARNILAT","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"275","CHAMANG","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"276","CHIMUMB","shrub","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"277","CLINUNI","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"278","CORNCAN","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"279","GOODOBL","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"280","LONIUTA","shrub","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"281","LUPIARC","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,1,4,"historical"
"282","ORTHSEC","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"283","PAXIMYR","shrub","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"284","PICEENG","tree","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"285","PINUCON","tree","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"286","PSEUMEN","tree","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"287","PYROASA","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"288","RHODALB","shrub","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"289","RIBEACE","shrub","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,1,4,"historical"
"290","RIBELAC","shrub","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"291","RUBUPAR","shrub","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"292","RUBUPED","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"293","SORBSCO","shrub","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"294","SORBSIT","shrub","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,1,1,"historical"
"295","SPIRLUC","shrub","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"296","TIARTRI","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"297","TSUGHET","tree","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"298","VACCMEM","shrub","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"299","VACCSCO","shrub","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"300","VALESIT","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"301","ABIEAMA","tree","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"302","ABIELAS","tree","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,1,30,"historical"
"303","AMELALN","shrub","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"304","ARNILAT","herb","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,1,2,"historical"
"305","CHAMANG","herb","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"306","CHIMUMB","shrub","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"307","CLINUNI","herb","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"308","CORNCAN","herb","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"309","GOODOBL","herb","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"310","LONIUTA","shrub","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"311","LUPIARC","herb","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,1,2,"historical"
"312","ORTHSEC","herb","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"313","PAXIMYR","shrub","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"314","PICEENG","tree","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,1,4,"historical"
"315","PINUCON","tree","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"316","PSEUMEN","tree","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"317","PYROASA","herb","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"318","RHODALB","shrub","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"319","RIBEACE","shrub","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,1,10,"historical"
"320","RIBELAC","shrub","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"321","RUBUPAR","shrub","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"322","RUBUPED","herb","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"323","SORBSCO","shrub","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"324","SORBSIT","shrub","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,1,2,"historical"
"325","SPIRLUC","shrub","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"326","TIARTRI","herb","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"327","TSUGHET","tree","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"328","VACCMEM","shrub","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,1,38,"historical"
"329","VACCSCO","shrub","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,0,0,"historical"
"330","VALESIT","herb","NCBG_ESSFplots","00NCe86","jpstamp",2000,24,"Low",49.04063959,-120.9800327,1745,1,25,"historical"
"331","ABIEAMA","tree","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"332","ABIELAS","tree","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,1,12,"historical"
"333","AMELALN","shrub","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"334","ARNILAT","herb","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"335","CHAMANG","herb","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"336","CHIMUMB","shrub","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"337","CLINUNI","herb","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"338","CORNCAN","herb","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"339","GOODOBL","herb","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"340","LONIUTA","shrub","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"341","LUPIARC","herb","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,1,10,"historical"
"342","ORTHSEC","herb","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"343","PAXIMYR","shrub","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"344","PICEENG","tree","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,1,1,"historical"
"345","PINUCON","tree","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"346","PSEUMEN","tree","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"347","PYROASA","herb","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"348","RHODALB","shrub","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,1,45,"historical"
"349","RIBEACE","shrub","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,1,15,"historical"
"350","RIBELAC","shrub","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"351","RUBUPAR","shrub","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"352","RUBUPED","herb","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"353","SORBSCO","shrub","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"354","SORBSIT","shrub","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,1,2,"historical"
"355","SPIRLUC","shrub","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"356","TIARTRI","herb","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"357","TSUGHET","tree","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,0,0,"historical"
"358","VACCMEM","shrub","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,1,25,"historical"
"359","VACCSCO","shrub","NCBG_ESSFplots","00NCe89","jpstamp",2000,24,"Low",49.05549669,-120.9155332,1725,1,8,"historical"
